xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx || x || x
0000000011100111000000000000000000000000000000001110011100000000 1001100101110100011100000101100111011110010110011101111001011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011001011101000111000001011001110111100101100111011110010111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110010111010001110000010110011101111001011001110111100101110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100101110100011100000101100111011110010110011101111001011100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011101000111000001011001110111100101100111011110010111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111010001110000010110011101111001011001110111100101110011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101110100011100000101100111011110010110011101111001011100111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011101000111000001011001110111100101100111011110010111001111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111010001110000010110011101111001011001110111100101110011110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100011100000101100111011110010110011101111001011100111101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101000111000001011001110111100101100111011110010111001111011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010001110000010110011101111001011001110111100101110011110111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100011100000101100111011110010110011101111001011100111101110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111000001011001110111100101100111011110010111001111011101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110000010110011101111001011001110111100101110011110111011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100000101100111011110010110011101111001011100111101110111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111000001011001110111100101100111011110010111001111011101111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000010110011101111001011001110111100101110011110111011110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100000101100111011110010110011101111001011100111101110111100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000001011001110111100101100111011110010111001111011101111000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000010110011101111001011001110111100101110011110111011110000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101100111011110010110011101111001011100111101110111100000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001011001110111100101100111011110010111001111011101111000000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110011101111001011001110111100101110011110111011110000001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100111011110010110011101111001011100111101110111100000010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011001110111100101100111011110010111001111011101111000000101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011101111001011001110111100101110011110111011110000001011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111011110010110011101111001011100111101110111100000010111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001110111100101100111011110010111001111011101111000000101111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101111001011001110111100101110011110111011110000001011110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111011110010110011101111001011100111101110111100000010111101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110111100101100111011110010111001111011101111000000101111011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101111001011001110111100101110011110111011110000001011110111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110010110011101111001011100111101110111100000010111101110010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111100101100111011110010111001111011101111000000101111011100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001011001110111100101110011110111011110000001011110111001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110010110011101111001011100111101110111100000010111101110010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100101100111011110010111001111011101111000000101111011100101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011001110111100101110011110111011110000001011110111001011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110011101111001011100111101110111100000010111101110010111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100111011110010111001111011101111000000101111011100101110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011001110111100101110011110111011110000001011110111001011101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011101111001011100111101110111100000010111101110010111010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111011110010111001111011101111000000101111011100101110101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001110111100101110011110111011110000001011110111001011101011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101111001011100111101110111100000010111101110010111010110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111011110010111001111011101111000000101111011100101110101101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110111100101110011110111011110000001011110111001011101011011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101111001011100111101110111100000010111101110010111010110111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110010111001111011101111000000101111011100101110101101110010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111100101110011110111011110000001011110111001011101011011100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001011100111101110111100000010111101110010111010110111001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110010111001111011101111000000101111011100101110101101110010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100101110011110111011110000001011110111001011101011011100101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011100111101110111100000010111101110010111010110111001011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111001111011101111000000101111011100101110101101110010111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101110011110111011110000001011110111001011101011011100101110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011100111101110111100000010111101110010111010110111001011101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111001111011101111000000101111011100101110101101110010111010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011110111011110000001011110111001011101011011100101110101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111101110111100000010111101110010111010110111001011101011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111011101111000000101111011100101110101101110010111010111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110111011110000001011110111001011101011011100101110101110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101110111100000010111101110010111010110111001011101011100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011101111000000101111011100101110101101110010111010111001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110111011110000001011110111001011101011011100101110101110011011 || 0 || 1
