xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx || x || x
0000000011100111000000000000000000000000000000001110011100000000 0100101110001000000000000100000110111001000111010001010000010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011100010000000000001000001101110010001110100010100000101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111000100000000000010000011011100100011101000101000001011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101110001000000000000100000110111001000111010001010000010110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011100010000000000001000001101110010001110100010100000101100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111000100000000000010000011011100100011101000101000001011000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110001000000000000100000110111001000111010001010000010110001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100010000000000001000001101110010001110100010100000101100011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000100000000000010000011011100100011101000101000001011000111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000000000000100000110111001000111010001010000010110001110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000000000001000001101110010001110100010100000101100011100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000000000010000011011100100011101000101000001011000111000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000000000100000110111001000111010001010000010110001110000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000001000001101110010001110100010100000101100011100001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000010000011011100100011101000101000001011000111000010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000100000110111001000111010001010000010110001110000101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000001000001101110010001110100010100000101100011100001011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000010000011011100100011101000101000001011000111000010110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000100000110111001000111010001010000010110001110000101100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001000001101110010001110100010100000101100011100001011000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000010000011011100100011101000101000001011000111000010110000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100000110111001000111010001010000010110001110000101100000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000001101110010001110100010100000101100011100001011000000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000011011100100011101000101000001011000111000010110000000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000110111001000111010001010000010110001110000101100000000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000001101110010001110100010100000101100011100001011000000001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011011100100011101000101000001011000111000010110000000011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110111001000111010001010000010110001110000101100000000110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001101110010001110100010100000101100011100001011000000001101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011011100100011101000101000001011000111000010110000000011011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110111001000111010001010000010110001110000101100000000110110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101110010001110100010100000101100011100001011000000001101101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011100100011101000101000001011000111000010110000000011011010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111001000111010001010000010110001110000101100000000110110101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110010001110100010100000101100011100001011000000001101101010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100100011101000101000001011000111000010110000000011011010100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001000111010001010000010110001110000101100000000110110101001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001110100010100000101100011100001011000000001101101010010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100011101000101000001011000111000010110000000011011010100100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111010001010000010110001110000101100000000110110101001001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110100010100000101100011100001011000000001101101010010010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101000101000001011000111000010110000000011011010100100100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111010001010000010110001110000101100000000110110101001001001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100010100000101100011100001011000000001101101010010010010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101000101000001011000111000010110000000011011010100100100100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010001010000010110001110000101100000000110110101001001001000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100010100000101100011100001011000000001101101010010010010000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000101000001011000111000010110000000011011010100100100100001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010000010110001110000101100000000110110101001001001000011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010100000101100011100001011000000001101101010010010010000111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000001011000111000010110000000011011010100100100100001111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000010110001110000101100000000110110101001001001000011110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000101100011100001011000000001101101010010010010000111101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000001011000111000010110000000011011010100100100100001111011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000010110001110000101100000000110110101001001001000011110110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101100011100001011000000001101101010010010010000111101101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001011000111000010110000000011011010100100100100001111011011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110001110000101100000000110110101001001001000011110110111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100011100001011000000001101101010010010010000111101101110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000111000010110000000011011010100100100100001111011011101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110001110000101100000000110110101001001001000011110110111011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100011100001011000000001101101010010010010000111101101110111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111000010110000000011011010100100100100001111011011101111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110000101100000000110110101001001001000011110110111011110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100001011000000001101101010010010010000111101101110111101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111000010110000000011011010100100100100001111011011101111010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000101100000000110110101001001001000011110110111011110100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001011000000001101101010010010010000111101101110111101000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010110000000011011010100100100100001111011011101111010000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101100000000110110101001001001000011110110111011110100000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001011000000001101101010010010010000111101101110111101000000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110000000011011010100100100100001111011011101111010000000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100000000110110101001001001000011110110111011110100000001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000000001101101010010010010000111101101110111101000000011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000000011011010100100100100001111011011101111010000000111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100000000110110101001001001000011110110111011110100000001111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000001101101010010010010000111101101110111101000000011111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000011011010100100100100001111011011101111010000000111110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000110110101001001001000011110110111011110100000001111101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001101101010010010010000111101101110111101000000011111010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011011010100100100100001111011011101111010000000111110101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110110101001001001000011110110111011110100000001111101010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001101101010010010010000111101101110111101000000011111010100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011011010100100100100001111011011101111010000000111110101000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110101001001001000011110110111011110100000001111101010000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101010010010010000111101101110111101000000011111010100001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010100100100100001111011011101111010000000111110101000010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110101001001001000011110110111011110100000001111101010000101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101010010010010000111101101110111101000000011111010100001010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010100100100100001111011011101111010000000111110101000010100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101001001001000011110110111011110100000001111101010000101000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010010010000111101101110111101000000011111010100001010000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100100100100001111011011101111010000000111110101000010100001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001001001000011110110111011110100000001111101010000101000010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010010010000111101101110111101000000011111010100001010000100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100100100001111011011101111010000000111110101000010100001001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001001000011110110111011110100000001111101010000101000010010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010010000111101101110111101000000011111010100001010000100100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100100001111011011101111010000000111110101000010100001001000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001000011110110111011110100000001111101010000101000010010000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000111101101110111101000000011111010100001010000100100000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001111011011101111010000000111110101000010100001001000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011110110111011110100000001111101010000101000010010000000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111101101110111101000000011111010100001010000100100000000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111011011101111010000000111110101000010100001001000000000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110110111011110100000001111101010000101000010010000000001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101101110111101000000011111010100001010000100100000000011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011011101111010000000111110101000010100001001000000000111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110111011110100000001111101010000101000010010000000001110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101110111101000000011111010100001010000100100000000011100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011101111010000000111110101000010100001001000000000111001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110111011110100000001111101010000101000010010000000001110011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101110111101000000011111010100001010000100100000000011100111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011101111010000000111110101000010100001001000000000111001110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111011110100000001111101010000101000010010000000001110011100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110111101000000011111010100001010000100100000000011100111000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101111010000000111110101000010100001001000000000111001110000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110100000001111101010000101000010010000000001110011100001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101000000011111010100001010000100100000000011100111000010101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010000000111110101000010100001001000000000111001110000101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100000001111101010000101000010010000000001110011100001010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101000000011111010100001010000100100000000011100111000010101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000000111110101000010100001001000000000111001110000101011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000001111101010000101000010010000000001110011100001010111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000011111010100001010000100100000000011100111000010101111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000111110101000010100001001000000000111001110000101011111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001111101010000101000010010000000001110011100001010111111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011111010100001010000100100000000011100111000010101111111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111110101000010100001001000000000111001110000101011111111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111101010000101000010010000000001110011100001010111111110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111010100001010000100100000000011100111000010101111111100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111110101000010100001001000000000111001110000101011111111000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111101010000101000010010000000001110011100001010111111110001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010100001010000100100000000011100111000010101111111100010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110101000010100001001000000000111001110000101011111111000100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101010000101000010010000000001110011100001010111111110001001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010100001010000100100000000011100111000010101111111100010010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000010100001001000000000111001110000101011111111000100101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000101000010010000000001110011100001010111111110001001011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001010000100100000000011100111000010101111111100010010111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010100001001000000000111001110000101011111111000100101110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101000010010000000001110011100001010111111110001001011100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010000100100000000011100111000010101111111100010010111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010100001001000000000111001110000101011111111000100101110011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000010010000000001110011100001010111111110001001011100111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000100100000000011100111000010101111111100010010111001111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001001000000000111001110000101011111111000100101110011111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010010000000001110011100001010111111110001001011100111111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100100000000011100111000010101111111100010010111001111110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001001000000000111001110000101011111111000100101110011111101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010010000000001110011100001010111111110001001011100111111011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100100000000011100111000010101111111100010010111001111110111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001000000000111001110000101011111111000100101110011111101111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000000001110011100001010111111110001001011100111111011111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000000011100111000010101111111100010010111001111110111110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000000111001110000101011111111000100101110011111101111100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000001110011100001010111111110001001011100111111011111000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000011100111000010101111111100010010111001111110111110000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000111001110000101011111111000100101110011111101111100001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001110011100001010111111110001001011100111111011111000011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011100111000010101111111100010010111001111110111110000110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111001110000101011111111000100101110011111101111100001100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110011100001010111111110001001011100111111011111000011000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100111000010101111111100010010111001111110111110000110000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111001110000101011111111000100101110011111101111100001100000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011100001010111111110001001011100111111011111000011000001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111000010101111111100010010111001111110111110000110000010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001110000101011111111000100101110011111101111100001100000100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100001010111111110001001011100111111011111000011000001000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111000010101111111100010010111001111110111110000110000010000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000101011111111000100101110011111101111100001100000100001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001010111111110001001011100111111011111000011000001000011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010101111111100010010111001111110111110000110000010000110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101011111111000100101110011111101111100001100000100001100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010111111110001001011100111111011111000011000001000011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010101111111100010010111001111110111110000110000010000110000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101011111111000100101110011111101111100001100000100001100001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010111111110001001011100111111011111000011000001000011000011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101111111100010010111001111110111110000110000010000110000111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011111111000100101110011111101111100001100000100001100001111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111110001001011100111111011111000011000001000011000011110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111111100010010111001111110111110000110000010000110000111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111111000100101110011111101111100001100000100001100001111001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110001001011100111111011111000011000001000011000011110011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111100010010111001111110111110000110000010000110000111100111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111000100101110011111101111100001100000100001100001111001110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110001001011100111111011111000011000001000011000011110011100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100010010111001111110111110000110000010000110000111100111000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000100101110011111101111100001100000100001100001111001110000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001001011100111111011111000011000001000011000011110011100001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010010111001111110111110000110000010000110000111100111000010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101110011111101111100001100000100001100001111001110000100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011100111111011111000011000001000011000011110011100001000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111001111110111110000110000010000110000111100111000010001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101110011111101111100001100000100001100001111001110000100010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011100111111011111000011000001000011000011110011100001000100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111001111110111110000110000010000110000111100111000010001000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011111101111100001100000100001100001111001110000100010001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111111011111000011000001000011000011110011100001000100011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111110111110000110000010000110000111100111000010001000111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111101111100001100000100001100001111001110000100010001110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111011111000011000001000011000011110011100001000100011100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110111110000110000010000110000111100111000010001000111001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111101111100001100000100001100001111001110000100010001110011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011111000011000001000011000011110011100001000100011100110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110111110000110000010000110000111100111000010001000111001101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101111100001100000100001100001111001110000100010001110011010011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011111000011000001000011000011110011100001000100011100110100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111110000110000010000110000111100111000010001000111001101001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111100001100000100001100001111001110000100010001110011010011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111000011000001000011000011110011100001000100011100110100110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000110000010000110000111100111000010001000111001101001101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001100000100001100001111001110000100010001110011010011011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011000001000011000011110011100001000100011100110100110110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110000010000110000111100111000010001000111001101001101101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001100000100001100001111001110000100010001110011010011011010011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011000001000011000011110011100001000100011100110100110110100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000010000110000111100111000010001000111001101001101101001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100000100001100001111001110000100010001110011010011011010011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000001000011000011110011100001000100011100110100110110100110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000010000110000111100111000010001000111001101001101101001101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100001100001111001110000100010001110011010011011010011011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000011000011110011100001000100011100110100110110100110110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000110000111100111000010001000111001101001101101001101101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001100001111001110000100010001110011010011011010011011010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011000011110011100001000100011100110100110110100110110101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110000111100111000010001000111001101001101101001101101011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001100001111001110000100010001110011010011011010011011010110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011000011110011100001000100011100110100110110100110110101101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000111100111000010001000111001101001101101001101101011011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001111001110000100010001110011010011011010011011010110111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011110011100001000100011100110100110110100110110101101110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111100111000010001000111001101001101101001101101011011101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111001110000100010001110011010011011010011011010110111011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110011100001000100011100110100110110100110110101101110110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111100111000010001000111001101001101101001101101011011101101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001110000100010001110011010011011010011011010110111011011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011100001000100011100110100110110100110110101101110110110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111000010001000111001101001101101001101101011011101101100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001110000100010001110011010011011010011011010110111011011001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100001000100011100110100110110100110110101101110110110011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111000010001000111001101001101101001101101011011101101100110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000100010001110011010011011010011011010110111011011001101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001000100011100110100110110100110110101101110110110011011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010001000111001101001101101001101101011011101101100110110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100010001110011010011011010011011010110111011011001101100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000100011100110100110110100110110101101110110110011011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001000111001101001101101001101101011011101101100110110000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100010001110011010011011010011011010110111011011001101100001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000100011100110100110110100110110101101110110110011011000011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000111001101001101101001101101011011101101100110110000111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001110011010011011010011011010110111011011001101100001110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100011100110100110110100110110101101110110110011011000011101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111001101001101101001101101011011101101100110110000111010101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110011010011011010011011010110111011011001101100001110101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100110100110110100110110101101110110110011011000011101010100 || 0 || 1
